F0,F1,F2,F3,F4,F5,F6,F7,F8,Task1,Task2
27,98000,M,11.0,P,17000,8.88,0.17,N,0,B
36,30000,R,1.0,D,5000,11.14,0.17,N,0,B
40,32000,R,2.0,D,8000,14.96,0.25,Y,1,D
23,35500,M,8.0,E,9000,7.49,0.25,N,0,A
33,82000,M,2.0,P,20000,10.99,0.24,N,0,B
22,70000,M,1.0,D,4500,5.42,0.06,N,0,A
31,29736,R,4.0,E,7000,6.92,0.24,N,0,A
23,84000,M,7.0,E,16000,6.03,0.19,N,0,A
24,34000,R,0.0,V,8000,16.49,0.24,Y,1,D
24,38000,R,1.0,M,2000,11.83,0.05,N,0,B
24,36000,M,5.0,M,4000,15.23,0.11,Y,1,C
36,95000,M,18.0,P,13000,10.65,0.14,N,0,B
22,27360,R,5.0,E,5000,7.51,0.18,N,0,A
24,55008,R,6.0,V,10000,14.93,0.18,Y,0,E
29,124000,M,11.0,H,2000,5.42,0.02,N,0,A
27,75000,M,0.0,E,4200,9.32,0.06,N,0,A
22,55000,R,6.0,D,7500,6.03,0.14,N,0,A
22,34404,R,2.0,D,7500,15.05,0.22,Y,1,D
27,45000,M,5.0,D,5400,12.99,0.12,N,0,C
22,83000,R,6.0,D,12000,11.71,0.14,N,0,B
29,60000,M,13.0,M,13500,7.51,0.23,N,0,A
29,72500,M,2.0,M,7000,13.79,0.1,Y,0,C
29,193086,M,3.0,D,11125,10.59,0.06,N,0,B
23,54000,M,3.0,V,4000,15.62,0.07,N,1,D
24,87000,M,6.0,P,6000,10.65,0.07,N,0,B
26,24000,R,0.0,M,3600,14.96,0.15,N,1,D
28,54000,R,1.0,V,24000,16.45,0.44,Y,1,E
22,42224,R,7.0,V,20000,6.99,0.47,N,1,A
22,18000,R,0.0,H,3600,6.91,0.2,N,1,A
23,34000,O,7.0,E,10950,7.29,0.32,N,0,A
41,45840,R,5.0,D,4600,10.99,0.1,N,0,B
28,85000,M,3.0,D,7000,8.59,0.08,N,0,A
26,84000,M,10.0,P,7500,12.69,0.09,N,0,B
26,36000,R,2.0,P,5500,10.65,0.15,N,0,B
26,75000,M,6.0,M,13000,6.99,0.17,N,0,A
26,56004,M,3.0,E,13000,8.59,0.23,N,0,A
23,48000,M,3.0,V,12000,11.36,0.25,N,0,B
23,33500,R,2.0,E,2500,15.68,0.07,Y,1,E
27,70000,M,11.0,D,25000,7.66,0.36,N,0,A
29,65000,R,13.0,P,16000,17.27,0.25,N,0,D
22,55000,R,0.0,D,15000,14.83,0.27,Y,1,D
39,31200,R,2.0,E,6400,11.49,0.21,N,0,B
36,55200,R,3.0,M,9900,14.84,0.18,Y,1,D
24,91800,M,8.0,M,15000,16.32,0.14,Y,1,D
29,170000,M,7.0,P,35000,12.99,0.21,Y,0,C
21,15996,R,3.0,M,4800,15.37,0.3,Y,1,D
27,62000,M,6.0,V,3600,7.14,0.06,N,0,A
29,90000,R,4.0,V,12000,10.74,0.13,N,0,B
23,38004,R,2.0,E,4500,7.88,0.12,N,0,A
23,47000,M,7.0,D,13850,12.68,0.29,Y,0,C
25,69900,M,9.0,D,5050,5.42,0.07,N,0,A
23,41000,R,7.0,E,4700,7.9,0.11,N,0,A
36,16800,R,2.0,P,1200,13.06,0.07,N,0,C
29,72000,M,0.0,V,24000,10.99,0.33,N,0,B
25,42000,R,3.0,M,3200,15.7,0.08,Y,1,D
28,30784,R,0.0,P,6000,9.32,0.19,N,0,A
21,26400,R,5.0,P,4750,12.23,0.18,N,0,C
23,37344,M,0.0,E,3200,12.68,0.09,Y,0,C
27,48996,R,2.0,D,4000,9.32,0.08,N,0,A
23,60626,R,4.0,E,8625,7.9,0.14,N,0,A
24,165000,R,2.0,P,10000,9.2,0.06,N,0,B
27,98000,M,11.0,V,17000,8.88,0.17,N,0,B
25,55200,R,0.0,H,3600,13.98,0.07,N,0,C
21,37000,O,3.0,M,7200,13.61,0.19,N,0,C
23,78000,R,6.0,V,14400,14.27,0.18,Y,0,C
25,35000,O,9.0,P,4000,13.11,0.11,N,0,C
24,45000,R,0.0,M,5000,13.79,0.11,Y,0,C
25,60000,R,6.0,V,2400,11.49,0.04,N,0,B
23,63000,R,2.0,M,21000,11.36,0.33,N,1,B
38,44000,R,0.0,P,5000,15.65,0.11,N,1,D
22,84000,M,6.0,D,23000,12.68,0.27,N,0,C
24,91000,M,8.0,H,10000,10.99,0.11,N,0,B
32,54996,R,4.0,V,15000,6.54,0.27,N,0,A
22,36000,R,1.0,E,1000,8.59,0.03,N,0,A
29,110004,M,13.0,M,12000,10.36,0.11,N,0,B
31,78000,R,1.0,E,14000,9.63,0.18,N,0,A
33,98000,M,3.0,V,25000,11.83,0.26,N,0,B
22,44000,M,6.0,V,6400,15.99,0.15,Y,1,D
27,69000,R,0.0,P,3325,16.32,0.05,Y,1,D
27,96000,M,3.0,V,3000,14.17,0.03,Y,1,C
24,40000,R,5.0,E,8000,9.88,0.2,N,1,B
21,47000,R,1.0,M,5300,7.66,0.11,N,0,A
30,77000,M,4.0,D,8000,7.14,0.1,N,0,A
24,96900,M,8.0,D,9300,6.17,0.1,N,0,A
28,30000,R,7.0,V,10000,10.38,0.33,N,1,B
23,32000,O,2.0,V,6500,8.59,0.2,N,0,A
23,75000,R,7.0,V,18000,12.73,0.24,N,0,C
27,43000,R,8.0,V,4900,9.91,0.11,N,0,B
29,100000,R,0.0,E,5000,12.23,0.05,N,0,C
21,44000,R,0.0,P,5500,15.28,0.13,N,1,D
25,60000,M,3.0,E,10000,10.36,0.17,N,0,B
25,60000,R,4.0,E,12500,11.89,0.21,N,0,B
24,69764,R,2.0,P,1500,14.42,0.02,Y,1,D
28,209000,O,4.0,P,15000,14.84,0.07,Y,0,D
33,94896,M,2.0,H,3500,11.89,0.04,N,0,B
40,53000,R,2.0,H,12000,7.88,0.23,N,0,A
24,25344,M,5.0,M,4000,16.49,0.16,N,1,D
33,92000,M,8.0,E,20000,13.06,0.22,N,0,C
21,110000,M,5.0,D,10000,6.54,0.09,N,0,A
25,31200,R,4.0,M,4200,8.9,0.13,N,0,A
49,65000,M,0.0,P,12000,10.62,0.18,N,0,B
25,127000,M,9.0,P,6000,9.91,0.05,N,0,B
24,74700,M,7.0,E,12000,5.42,0.16,N,0,A
35,15000,O,3.0,H,3700,9.32,0.25,N,1,A
25,36300,M,5.0,V,9000,6.99,0.25,N,0,A
24,35364,R,1.0,M,20000,12.53,0.57,N,1,B
29,66000,R,0.0,D,3150,15.62,0.05,Y,1,D
22,20160,R,1.0,E,2600,6.92,0.13,N,0,A
31,65000,R,8.0,E,7500,10.95,0.12,N,0,B
29,48000,M,5.0,E,10000,12.73,0.21,Y,0,C
37,33280,R,2.0,D,8400,13.92,0.25,N,0,C
24,56000,R,4.0,H,12000,8.94,0.21,N,0,A
32,84456,R,5.0,H,10000,9.88,0.12,N,0,B
23,54000,M,7.0,P,2000,5.42,0.04,N,0,A
31,17000,R,2.0,M,4000,14.59,0.24,Y,1,D
22,68000,M,6.0,V,13000,7.88,0.19,N,0,A
25,90000,R,9.0,E,10000,12.42,0.11,N,0,B
28,100000,M,3.0,E,10000,12.84,0.1,Y,0,C
23,54000,R,5.0,V,13275,17.58,0.25,Y,0,D
25,48000,M,3.0,M,1400,14.79,0.03,Y,0,C
30,24000,M,7.0,H,6000,8.94,0.25,N,0,A
28,53000,R,6.0,D,3500,11.49,0.07,N,0,B
27,61200,M,5.0,M,4500,11.86,0.07,N,0,B
28,100000,M,12.0,P,10000,5.42,0.1,N,0,A
31,24000,M,3.0,V,3000,7.49,0.13,N,0,A
37,74568,R,0.0,P,6000,14.26,0.08,Y,0,C
24,56000,R,3.0,M,10000,12.21,0.18,N,0,B
31,215000,M,2.0,M,15000,10.99,0.07,N,0,B
32,64000,R,1.0,E,13000,10.99,0.2,N,0,B
56,95004,M,6.0,P,12000,11.58,0.13,N,0,B
38,192000,M,22.0,H,5600,7.9,0.03,N,0,A
28,205000,R,13.0,M,17600,13.23,0.09,N,0,C
25,50000,M,9.0,E,5000,5.79,0.1,N,0,A
28,50000,R,4.0,P,15000,7.49,0.3,N,0,A
28,60000,M,2.0,E,6000,5.99,0.1,N,0,A
22,84000,M,7.0,D,2825,5.99,0.03,N,0,A
22,96000,M,4.0,V,8000,7.88,0.08,N,0,A
28,99518,M,10.0,D,6500,5.99,0.07,N,0,A
28,148000,M,0.0,H,15000,15.65,0.1,Y,1,D
23,150000,M,7.0,M,8000,6.91,0.05,N,0,A
22,15000,R,3.0,E,6000,14.59,0.4,N,1,D
31,57000,M,10.0,E,8000,9.88,0.14,N,0,B
24,81996,R,1.0,D,4000,12.53,0.05,N,0,C
33,140000,M,6.0,M,13000,7.51,0.09,N,0,A
44,37000,R,0.0,M,3500,12.87,0.09,Y,0,C
32,86000,M,4.0,M,8400,6.62,0.1,N,0,A
30,72000,M,14.0,E,9000,15.23,0.13,Y,0,C
39,42000,O,5.0,P,8000,10.38,0.19,N,0,B
24,53000,M,6.0,M,5000,15.62,0.09,N,1,D
22,89000,M,6.0,V,16000,13.22,0.18,N,0,C
23,45204,M,0.0,E,4750,12.21,0.11,N,0,B
25,69570,O,0.0,P,1500,7.74,0.02,N,0,A
24,40000,R,1.0,V,3825,10.0,0.1,N,0,B
23,55200,M,2.0,D,2000,11.86,0.04,N,0,B
29,48000,M,8.0,V,4500,5.42,0.09,N,0,A
24,40800,O,0.0,V,14400,14.35,0.35,N,0,C
31,38000,O,15.0,V,10400,11.49,0.27,N,0,B
24,60000,O,4.0,E,5000,5.79,0.08,N,0,A
24,111239,M,1.0,E,14000,7.9,0.13,N,0,A
25,72000,M,9.0,D,4800,10.65,0.07,N,0,B
27,100000,M,1.0,H,12000,6.03,0.12,N,0,A
30,72000,M,3.0,M,9000,14.22,0.13,Y,0,C
27,54996,O,2.0,H,8000,14.11,0.15,Y,0,D
32,65000,M,12.0,V,12000,7.88,0.18,N,0,A
25,75000,M,9.0,D,8500,13.22,0.11,N,0,C
25,90000,M,4.0,V,10000,10.0,0.11,N,0,B
29,16800,R,9.0,H,2750,14.84,0.16,Y,1,D
32,70000,R,2.0,D,3000,11.11,0.04,N,1,B
35,108717,M,9.0,D,16000,6.99,0.15,N,0,A
23,28000,M,5.0,M,2500,5.99,0.09,N,0,A
25,28000,R,8.0,E,2400,11.49,0.09,N,0,B
25,28008,R,5.0,M,4000,10.0,0.14,N,0,B
22,45630,R,0.0,V,2500,18.64,0.05,Y,1,E
26,45900,M,10.0,P,11500,13.79,0.25,N,0,C
23,45000,R,7.0,V,4000,16.32,0.09,Y,0,D
28,38000,M,5.0,V,8400,7.51,0.22,N,0,A
40,100010,M,11.0,M,8000,9.99,0.08,N,0,B
22,23000,M,2.0,D,4800,10.0,0.21,N,0,B
24,46000,R,0.0,E,5975,14.46,0.13,Y,1,D
23,100000,M,7.0,E,15000,16.0,0.15,Y,0,D
24,25000,R,0.0,D,4400,6.76,0.18,N,0,A
37,60000,R,1.0,V,10000,15.99,0.17,Y,1,D
34,37000,R,2.0,M,16000,12.99,0.43,Y,1,D
32,44000,M,9.0,D,15600,6.17,0.35,N,0,A
31,25000,R,0.0,M,4800,11.54,0.19,Y,0,C
22,24000,R,0.0,E,4500,11.49,0.19,N,0,B
27,34000,R,3.0,V,10000,13.49,0.29,N,1,C
28,74778,M,13.0,P,6000,13.98,0.08,N,0,C
22,69000,M,1.0,E,17000,15.27,0.25,N,1,C
25,32004,M,3.0,P,22750,6.17,0.71,N,0,A
40,42996,M,5.0,V,8400,13.49,0.2,Y,0,C
24,75000,R,0.0,E,12000,6.62,0.16,N,0,A
22,65000,R,6.0,P,9600,12.99,0.15,Y,0,C
36,43680,M,0.0,P,15000,13.11,0.34,N,0,C
24,38000,R,0.0,V,12000,11.89,0.32,N,1,B
22,39300,M,5.0,E,5325,14.59,0.14,Y,0,D
22,90000,M,6.0,E,10000,7.88,0.11,N,0,A
28,140000,M,12.0,V,9000,5.99,0.06,N,0,A
23,34000,R,5.0,V,8500,13.92,0.25,N,1,C
36,42000,R,1.0,E,21000,7.49,0.5,N,1,A
36,40000,M,8.0,E,6000,8.49,0.15,N,0,A
28,100000,R,10.0,H,14400,13.85,0.14,N,0,C
23,102000,O,7.0,E,15000,8.94,0.15,N,0,A
22,57000,R,6.0,E,22000,9.63,0.39,N,1,B
24,46000,R,8.0,P,13000,10.99,0.28,N,0,B
21,36000,R,1.0,M,4500,17.27,0.13,N,1,D
22,49560,R,5.0,E,5000,10.36,0.1,N,0,B
23,95000,M,4.0,M,4400,7.9,0.05,N,0,A
30,142000,M,5.0,V,10000,11.12,0.07,N,0,B
24,42000,M,4.0,H,12000,6.99,0.29,N,0,A
30,96000,R,1.0,V,4000,10.75,0.04,N,0,B
37,24000,R,3.0,H,3000,19.03,0.13,N,1,E
21,44964,R,2.0,E,24000,16.29,0.53,Y,1,D
23,24000,O,1.0,E,1500,12.21,0.06,N,0,B
36,280000,R,3.0,D,5000,14.26,0.02,N,0,C
25,95004,M,9.0,E,18000,7.51,0.19,N,0,A
22,50000,O,6.0,E,1000,9.91,0.02,N,0,B
26,156000,M,5.0,P,7000,9.91,0.04,N,0,B
24,33900,R,3.0,E,5500,17.58,0.16,N,0,D
21,40000,O,1.0,E,15000,13.16,0.38,N,0,C
27,65000,R,4.0,E,28000,7.9,0.43,N,1,A
27,35000,R,3.0,M,8000,14.79,0.23,Y,0,C
41,45840,R,5.0,P,4600,10.99,0.1,N,0,B
25,48000,R,3.0,D,2000,10.74,0.04,N,0,B
37,65000,M,0.0,P,4000,10.75,0.06,N,0,B
33,190000,M,10.0,H,20000,14.11,0.11,N,0,D
24,74000,R,0.0,P,4500,12.18,0.06,N,0,B
31,96000,M,1.0,M,22500,11.36,0.23,N,0,B
28,14400,R,2.0,V,4800,14.65,0.33,Y,1,C
29,65000,R,3.0,V,4000,7.74,0.06,N,0,A
25,44400,R,6.0,E,2350,13.98,0.05,Y,0,C
25,40000,R,2.0,E,4200,9.63,0.1,N,0,B
22,36000,M,4.0,M,12000,11.71,0.33,N,0,B
28,100000,M,2.0,E,4000,7.49,0.04,N,0,A
32,39500,R,12.0,D,20000,13.11,0.51,N,1,C
23,44000,M,4.0,E,3200,7.51,0.07,N,0,A
29,25000,O,5.0,V,10000,13.49,0.4,Y,0,C
31,80000,M,5.0,V,6000,7.4,0.07,N,0,A
24,121000,R,8.0,P,18000,18.3,0.15,N,0,F
24,160000,M,3.0,V,20000,16.0,0.13,N,0,D
31,90000,M,11.0,E,12000,6.92,0.13,N,0,A
27,60000,R,11.0,V,3000,13.49,0.05,N,0,C
24,100000,R,4.0,H,10000,16.4,0.1,Y,0,E
30,79000,M,14.0,P,7500,7.14,0.09,N,0,A
25,80000,M,2.0,E,22000,11.48,0.28,N,0,B
27,35000,R,11.0,V,10000,8.49,0.29,N,0,A
27,63000,T,2.0,D,4500,9.63,0.07,N,0,A
33,75000,M,6.0,D,10000,10.99,0.13,N,0,B
22,31000,R,6.0,P,10000,8.9,0.32,N,1,A
22,95000,M,0.0,M,6875,6.54,0.07,N,0,A
25,34600,R,0.0,E,8950,6.17,0.26,N,0,A
22,72000,R,1.0,M,5000,11.49,0.07,N,0,B
23,50000,R,2.0,E,7000,9.32,0.14,N,0,A
28,40000,R,12.0,P,1000,9.88,0.03,N,0,B
22,50000,R,6.0,D,20000,13.22,0.4,N,1,C
24,135000,M,3.0,V,21000,10.38,0.16,N,0,B
28,40200,M,5.0,E,1900,5.99,0.05,N,0,A
30,38400,R,2.0,P,9800,11.48,0.26,N,0,B
25,110000,M,5.0,V,1200,13.49,0.01,N,0,C
27,63945,R,6.0,V,3500,7.9,0.05,N,0,A
26,45000,M,9.0,V,10000,16.89,0.22,N,0,D
28,266000,M,12.0,P,9000,5.42,0.03,N,0,A
22,22000,M,6.0,P,7200,7.14,0.33,N,0,A
22,25000,O,1.0,P,11100,9.63,0.44,N,0,A
23,28000,R,5.0,P,6000,9.63,0.21,N,0,B
40,54000,R,4.0,P,15000,14.26,0.28,N,0,C
24,85000,M,1.0,P,4400,7.4,0.05,N,0,A
52,163000,M,9.0,P,25000,14.11,0.15,N,1,D
25,39000,R,9.0,V,15200,16.0,0.39,N,1,D
35,75000,M,5.0,P,5000,8.7,0.07,N,0,B
25,53004,R,3.0,M,10000,9.32,0.19,N,0,A
28,20000,R,5.0,D,4000,10.99,0.2,N,0,B
23,50000,R,5.0,E,10000,9.63,0.2,N,0,B
25,135000,M,9.0,P,25000,16.07,0.19,Y,0,D
34,75500,R,0.0,E,19200,16.77,0.25,N,1,D
23,62000,M,6.0,E,1800,11.71,0.03,N,0,B
28,75000,R,5.0,P,11000,7.51,0.15,N,0,A
24,35000,R,8.0,D,10000,13.48,0.29,N,0,C
35,100000,O,9.0,V,10000,8.59,0.1,N,0,A
23,74000,R,7.0,E,6000,5.79,0.08,N,0,A
24,68000,M,8.0,M,8000,7.49,0.12,N,0,A
31,43812,R,2.0,M,2400,14.35,0.05,N,0,C
37,87950,M,3.0,E,14250,11.89,0.16,N,0,B
33,30000,R,3.0,D,11975,9.99,0.4,N,1,B
25,83400,M,2.0,D,10000,13.11,0.12,N,0,C
36,92000,R,5.0,D,10000,11.71,0.11,N,0,B
31,84996,M,1.0,V,2500,8.49,0.03,N,0,A
38,18720,O,22.0,V,2500,11.86,0.13,N,0,B
24,54000,M,2.0,V,8700,7.05,0.16,N,0,A
23,26500,O,6.0,V,6000,8.0,0.23,N,0,A
24,42000,O,1.0,V,7500,10.51,0.18,N,0,B
30,130000,M,1.0,H,8500,12.84,0.07,Y,0,C
31,59534,R,5.0,P,15000,15.21,0.25,Y,0,D
29,120000,R,5.0,D,2500,14.22,0.02,Y,0,C
30,90000,M,8.0,E,20000,14.82,0.22,Y,0,E
32,140000,M,3.0,E,5000,10.38,0.04,N,0,B
26,53500,R,1.0,P,5000,12.18,0.09,N,0,B
28,81000,M,6.0,V,2500,5.99,0.03,N,0,A
28,120000,O,7.0,V,5000,10.65,0.04,N,0,B
27,62900,R,7.0,M,24250,15.31,0.33,N,1,D
25,40000,R,2.0,M,6000,10.65,0.15,N,0,B
26,71820,R,10.0,D,18000,11.83,0.25,N,0,B
26,69000,M,10.0,M,6000,7.14,0.09,N,0,A
23,38850,R,0.0,E,4000,12.72,0.1,Y,0,C
30,200000,M,4.0,M,6000,11.83,0.03,N,0,B
24,140000,M,8.0,H,25000,10.36,0.18,N,0,B
24,62000,R,1.0,M,1600,13.85,0.03,Y,0,C
27,33000,R,3.0,M,12000,10.75,0.36,N,1,B
22,28000,R,4.0,E,3000,10.59,0.11,N,0,B
23,29000,M,7.0,P,6000,7.88,0.21,N,1,A
30,32796,R,8.0,M,3000,11.49,0.09,N,0,B
24,72400,M,4.0,H,35000,13.99,0.48,N,0,C
23,18500,R,2.0,V,9000,11.34,0.49,Y,1,C
27,24960,R,3.0,D,10750,10.25,0.43,N,1,B
25,80000,O,6.0,E,25000,11.48,0.31,N,0,B
29,48000,O,6.0,H,8000,13.49,0.17,Y,0,C
25,47000,O,9.0,V,4000,6.62,0.09,N,0,A
28,28800,R,0.0,M,4200,7.51,0.15,N,0,A
25,54000,R,2.0,P,14000,10.99,0.26,N,0,B
22,40000,R,0.0,D,2100,6.39,0.05,N,0,A
23,52700,M,7.0,M,8000,16.29,0.13,Y,1,D
36,53800,M,20.0,D,18200,18.25,0.34,Y,1,D
22,40000,R,0.0,M,9600,14.72,0.24,Y,0,C
22,40000,R,1.0,V,8000,7.9,0.2,N,0,A
23,70550,R,0.0,M,14000,17.51,0.17,Y,1,E
22,13200,R,0.0,H,2500,9.91,0.19,N,1,B
29,64000,R,3.0,D,7000,7.51,0.11,N,0,A
38,56100,M,4.0,M,6100,14.79,0.09,Y,1,C
22,45000,R,4.0,E,10000,10.65,0.22,N,0,B
22,43000,M,4.0,P,6600,14.27,0.15,Y,0,C
22,65000,R,7.0,E,7000,15.99,0.11,N,0,D
30,89000,M,3.0,P,10800,11.99,0.12,N,0,B
35,60350,M,15.0,M,25000,16.82,0.35,N,1,E
40,68000,M,1.0,P,9200,8.94,0.14,N,0,A
23,114000,M,7.0,E,8000,12.68,0.07,N,0,C
25,75000,M,9.0,V,7500,12.61,0.1,Y,0,D
25,38000,R,9.0,E,4800,11.71,0.13,N,0,B
27,45150,R,1.0,V,18000,13.16,0.4,N,1,C
25,150000,M,8.0,D,5000,12.99,0.03,Y,0,C
30,64600,M,8.0,M,8000,15.99,0.11,Y,1,D
26,69780,R,3.0,P,6000,9.32,0.09,N,0,A
37,80000,R,0.0,H,35000,11.99,0.44,N,1,B
22,40000,R,2.0,E,9000,10.59,0.23,N,0,B
31,42000,R,2.0,E,5000,8.49,0.12,N,1,A
28,20000,R,4.0,P,4000,14.59,0.2,N,0,D
24,185000,M,6.0,M,3000,7.88,0.02,N,0,A
23,48000,O,7.0,E,20000,11.71,0.42,N,0,B
31,66500,M,0.0,V,4200,7.66,0.06,N,0,A
33,105000,M,6.0,P,5150,12.41,0.05,Y,0,C
30,90000,M,0.0,H,5000,12.87,0.06,Y,0,C
25,67500,R,2.0,E,7200,7.88,0.11,N,0,A
32,88000,M,13.0,D,17600,13.49,0.2,Y,1,C
22,72000,O,6.0,V,16000,10.37,0.22,N,0,B
27,88000,M,8.0,P,14400,11.71,0.16,N,0,B
24,65000,M,0.0,D,3000,12.73,0.05,N,0,C
45,56000,M,8.0,D,7000,16.29,0.13,Y,1,D
32,160000,M,9.0,D,12000,7.88,0.07,N,0,A
22,17400,M,6.0,V,1000,11.36,0.06,N,0,B
21,24000,R,2.0,M,5000,12.98,0.21,N,0,C
31,101000,R,3.0,D,20000,7.9,0.2,N,0,A
22,60000,M,1.0,E,7500,11.66,0.13,N,0,C
25,96000,M,5.0,D,35000,7.49,0.36,N,0,A
22,55000,M,7.0,M,13500,9.67,0.25,N,0,B
25,80000,R,8.0,V,4500,13.06,0.06,N,0,C
22,78400,M,2.0,V,5000,17.49,0.06,Y,0,D
33,113800,R,8.0,M,5000,11.83,0.04,N,0,B
23,13000,R,3.0,P,2800,15.21,0.22,Y,1,D
24,95000,R,4.0,P,2400,5.99,0.03,N,0,A
24,46800,M,6.0,D,12000,6.99,0.26,N,0,A
22,75000,R,0.0,M,10800,9.62,0.14,N,0,B
21,40000,M,3.0,D,6000,5.79,0.15,N,0,A
25,65900,R,2.0,D,10000,8.49,0.15,N,0,A
32,130000,M,0.0,E,12000,8.59,0.09,N,0,A
39,98000,M,0.0,H,35000,15.99,0.36,N,0,D
25,99000,M,9.0,D,15000,6.17,0.15,N,0,A
23,67450,R,8.0,E,4000,6.76,0.06,N,0,A
24,60000,M,8.0,E,7000,11.71,0.12,N,0,B
23,64000,R,0.0,P,12000,13.16,0.19,N,0,C
33,87895,M,4.0,D,2800,7.14,0.03,N,0,A
24,72000,R,8.0,M,12000,7.88,0.17,N,0,A
23,98280,M,7.0,P,9400,6.62,0.1,N,0,A
29,59000,R,4.0,V,20000,20.17,0.34,Y,1,G
24,74004,M,8.0,D,8000,15.21,0.11,N,1,D
25,60000,R,9.0,M,7000,10.36,0.12,N,0,B
26,95459,R,10.0,D,4400,13.8,0.05,N,0,C
24,60000,O,7.0,P,10000,10.37,0.17,N,0,B
27,65000,M,0.0,D,10250,8.59,0.16,N,0,A
30,64800,M,7.0,E,5600,10.99,0.09,N,0,B
24,40000,M,6.0,D,10000,5.79,0.25,N,0,A
24,29000,R,1.0,M,4000,9.96,0.14,N,1,B
23,105000,M,5.0,E,15000,16.82,0.14,Y,0,E
26,40800,M,3.0,P,7500,7.88,0.18,N,0,A
27,65000,M,11.0,P,18000,7.51,0.28,N,0,A
25,30004,R,3.0,D,3800,14.84,0.13,N,1,D
32,103000,M,3.0,M,6000,7.49,0.06,N,0,A
22,31200,R,3.0,V,4200,13.57,0.13,Y,0,C
28,63000,R,0.0,M,12000,10.37,0.19,N,0,B
25,191000,M,1.0,M,10000,12.53,0.05,N,0,B
31,68004,M,15.0,M,6000,10.95,0.09,N,0,B
21,7200,R,0.0,V,2500,13.11,0.35,N,1,C
26,130000,M,10.0,M,4000,10.99,0.03,N,0,B
26,64212,M,5.0,P,9600,14.27,0.15,Y,0,C
23,37500,R,2.0,D,8000,14.26,0.21,N,0,C
47,65000,R,1.0,D,3100,13.49,0.05,Y,0,C
23,61615,M,4.0,P,13000,10.62,0.21,N,0,B
25,60000,M,9.0,H,10000,10.83,0.17,N,0,B
21,39327,R,5.0,M,3000,13.67,0.08,N,1,D
21,36184,O,2.0,P,12000,9.99,0.33,N,0,B
23,18000,R,1.0,P,7000,7.88,0.39,N,1,A
30,53000,R,4.0,D,12000,6.03,0.23,N,0,A
22,29000,R,2.0,E,10500,9.99,0.36,N,1,B
26,97500,R,10.0,V,5000,18.39,0.05,N,0,E
24,109000,M,3.0,D,8800,12.69,0.08,N,0,B
28,114400,M,0.0,P,12000,7.29,0.1,N,0,A
35,85000,R,0.0,H,5000,9.07,0.06,N,0,A
29,33000,R,4.0,H,7650,19.29,0.23,Y,1,E
24,28000,R,9.0,D,8000,12.84,0.29,N,0,C
23,65000,M,0.0,M,10200,7.9,0.16,N,0,A
28,110000,M,12.0,P,5000,9.63,0.05,N,0,A
26,96000,M,10.0,H,24000,19.42,0.25,N,0,E
42,65000,O,6.0,E,22750,8.9,0.35,N,0,A
29,30992,M,3.0,E,8000,11.58,0.26,N,1,B
26,56950,R,10.0,M,7550,9.99,0.11,N,1,B
28,13500,O,0.0,V,6700,9.63,0.5,N,1,A
29,80000,R,3.0,P,21000,10.99,0.26,N,0,B
26,64999,M,11.0,V,15000,10.99,0.23,N,0,B
26,21600,R,9.0,V,7200,10.38,0.33,N,1,B
22,69000,M,6.0,P,7800,12.41,0.11,Y,0,C
30,74000,O,13.0,M,10500,10.74,0.14,N,0,B
43,27036,R,1.0,P,13750,15.31,0.51,Y,1,D
23,36000,R,4.0,M,6500,17.49,0.18,Y,1,D
29,12000,R,1.0,E,4500,15.05,0.38,N,1,D
22,96000,M,3.0,V,5000,10.99,0.05,N,0,B
30,42000,R,2.0,E,11000,12.53,0.26,N,0,B
28,54000,R,2.0,E,10000,16.49,0.19,Y,1,D
37,35496,R,5.0,V,3600,10.37,0.1,N,0,B
23,160000,M,5.0,P,35000,7.66,0.22,N,0,A
23,14088,R,2.0,M,1500,8.88,0.11,N,0,B
42,58752,R,8.0,M,3000,10.01,0.05,N,0,B
26,127000,M,10.0,E,6000,5.42,0.05,N,0,A
24,79200,O,8.0,V,3800,6.62,0.05,N,0,A
29,100000,O,0.0,V,15800,11.14,0.16,N,0,B
22,85000,M,0.0,E,12000,11.99,0.14,N,0,B
22,55000,R,6.0,V,10000,15.27,0.18,N,0,C
23,32000,R,5.0,M,10000,7.29,0.31,N,1,A
22,71000,R,6.0,E,1500,6.99,0.02,N,0,A
32,77000,M,9.0,E,10000,16.77,0.13,Y,0,D
26,30000,O,3.0,P,6000,7.9,0.2,N,0,A
28,60000,M,12.0,D,16800,12.61,0.28,Y,0,C
28,98000,M,6.0,M,1000,7.74,0.01,N,0,A
24,79768,O,2.0,E,12000,13.49,0.15,Y,0,C
26,107000,R,2.0,M,9800,8.9,0.09,N,0,A
24,16000,R,0.0,V,3250,12.42,0.2,N,1,B
24,95000,M,7.0,D,15000,12.69,0.16,N,0,B
27,70176,R,3.0,M,9000,7.88,0.13,N,0,A
30,30000,R,2.0,P,8000,13.22,0.27,Y,0,C
31,30000,R,1.0,H,2050,8.88,0.07,N,1,B
27,60000,R,4.0,H,7200,8.9,0.12,N,0,A
21,24960,R,0.0,E,1000,13.98,0.04,N,0,C
22,32000,R,5.0,P,9500,13.57,0.3,N,0,C
22,42000,R,3.0,E,10000,6.92,0.24,N,0,A
25,84000,R,0.0,H,4500,12.18,0.05,N,0,B
